"ålder","kön","år","Folkmängd, antal"
"80 år","män","1905",5744
"80 år","män","1906",5685
"80 år","män","1907",5091
"80 år","män","1908",5276
"80 år","män","1909",5693
"80 år","män","1910",5668
"80 år","män","1911",5245
"80 år","män","1912",5805
"80 år","män","1913",6257
"80 år","män","1914",6298
"80 år","män","1915",6139
"80 år","män","1916",5868
"80 år","män","1917",5794
"80 år","män","1918",5354
"80 år","män","1919",5497
"80 år","män","1920",6247
"80 år","män","1921",5952
"80 år","män","1922",6063
"80 år","män","1923",6143
"80 år","män","1924",6720
"80 år","män","1925",6307
"80 år","män","1926",5925
"80 år","män","1927",6185
"80 år","män","1928",6316
"80 år","män","1929",6969
"80 år","män","1930",6766
"80 år","män","1931",6781
"80 år","män","1932",6249
"80 år","män","1933",6794
"80 år","män","1934",7496
"80 år","män","1935",7127
"80 år","män","1936",6885
"80 år","män","1937",7119
"80 år","män","1938",7732
"80 år","män","1939",7996
"80 år","män","1940",7788
"80 år","män","1941",7178
"80 år","män","1942",7848
"80 år","män","1943",8254
"80 år","män","1944",8355
"80 år","män","1945",8247
"80 år","män","1946",8598
"80 år","män","1947",7660
"80 år","män","1948",6911
"80 år","män","1949",8025
"80 år","män","1950",8188
"80 år","män","1951",8983
"80 år","män","1952",8955
"80 år","män","1953",9120
"80 år","män","1954",9577
"80 år","män","1955",10078
"80 år","män","1956",10379
"80 år","män","1957",10998
"80 år","män","1958",10575
"80 år","män","1959",11292
"80 år","män","1960",10918
"80 år","män","1961",11003
"80 år","män","1962",11078
"80 år","män","1963",11162
"80 år","män","1964",12205
"80 år","män","1965",12237
"80 år","män","1966",12605
"80 år","män","1967",12748
"80 år","män","1968",12680
"80 år","män","1969",12396
"80 år","män","1970",12824
"80 år","män","1971",13453
"80 år","män","1972",13353
"80 år","män","1973",13784
"80 år","män","1974",13833
"80 år","män","1975",14506
"80 år","män","1976",15065
"80 år","män","1977",14938
"80 år","män","1978",15515
"80 år","män","1979",15428
"80 år","män","1980",16339
"80 år","män","1981",16913
"80 år","män","1982",17285
"80 år","män","1983",17229
"80 år","män","1984",17950
"80 år","män","1985",18052
"80 år","män","1986",19112
"80 år","män","1987",19698
"80 år","män","1988",19983
"80 år","män","1989",21378
"80 år","män","1990",21290
"80 år","män","1991",21184
"80 år","män","1992",21663
"80 år","män","1993",21785
"80 år","män","1994",21659
"80 år","män","1995",21030
"80 år","män","1996",21662
"80 år","män","1997",21878
"80 år","män","1998",21592
"80 år","män","1999",22112
"80 år","män","2000",26887
"80 år","män","2001",25524
"80 år","män","2002",23943
"80 år","män","2003",24451
"80 år","män","2004",23792
"80 år","män","2005",23768
"80 år","män","2006",23251
"80 år","män","2007",22723
"80 år","män","2008",23537
"80 år","män","2009",22802
"80 år","män","2010",23649
"80 år","män","2011",23263
"80 år","män","2012",23682
"80 år","män","2013",23059
"80 år","män","2014",23460
"80 år","män","2015",24870
"80 år","män","2016",25911
"80 år","män","2017",27002
"80 år","män","2018",28459
"80 år","män","2019",30052
"80 år","män","2020",30244
"80 år","män","2021",31894
"80 år","män","2022",36620
"80 år","män","2023",39427
"80 år","män","2024",42623
"80 år","kvinnor","1860",2911
"80 år","kvinnor","1861",2576
"80 år","kvinnor","1862",2555
"80 år","kvinnor","1863",2369
"80 år","kvinnor","1864",2660
"80 år","kvinnor","1865",2658
"80 år","kvinnor","1866",3011
"80 år","kvinnor","1867",1960
"80 år","kvinnor","1868",3055
"80 år","kvinnor","1869",2834
"80 år","kvinnor","1870",3040
"80 år","kvinnor","1871",3220
"80 år","kvinnor","1872",3623
"80 år","kvinnor","1873",3505
"80 år","kvinnor","1874",3574
"80 år","kvinnor","1875",3441
"80 år","kvinnor","1876",3823
"80 år","kvinnor","1877",3599
"80 år","kvinnor","1878",3764
"80 år","kvinnor","1879",3925
"80 år","kvinnor","1880",3357
"80 år","kvinnor","1881",3640
"80 år","kvinnor","1882",4257
"80 år","kvinnor","1883",4015
"80 år","kvinnor","1884",4157
"80 år","kvinnor","1885",4146
"80 år","kvinnor","1886",3934
"80 år","kvinnor","1887",4267
"80 år","kvinnor","1888",3920
"80 år","kvinnor","1889",3604
"80 år","kvinnor","1890",4925
"80 år","kvinnor","1891",5324
"80 år","kvinnor","1892",5078
"80 år","kvinnor","1893",4244
"80 år","kvinnor","1894",5128
"80 år","kvinnor","1895",5815
"80 år","kvinnor","1896",6014
"80 år","kvinnor","1897",5576
"80 år","kvinnor","1898",5917
"80 år","kvinnor","1899",5885
"80 år","kvinnor","1900",6291
"80 år","kvinnor","1901",6825
"80 år","kvinnor","1902",7179
"80 år","kvinnor","1903",7642
"80 år","kvinnor","1904",7184
"80 år","kvinnor","1905",7606
"80 år","kvinnor","1906",7500
"80 år","kvinnor","1907",6757
"80 år","kvinnor","1908",7256
"80 år","kvinnor","1909",7454
"80 år","kvinnor","1910",7608
"80 år","kvinnor","1911",6994
"80 år","kvinnor","1912",7340
"80 år","kvinnor","1913",8126
"80 år","kvinnor","1914",8249
"80 år","kvinnor","1915",8195
"80 år","kvinnor","1916",7970
"80 år","kvinnor","1917",7605
"80 år","kvinnor","1918",7345
"80 år","kvinnor","1919",7586
"80 år","kvinnor","1920",8374
"80 år","kvinnor","1921",7868
"80 år","kvinnor","1922",8100
"80 år","kvinnor","1923",8208
"80 år","kvinnor","1924",8572
"80 år","kvinnor","1925",8195
"80 år","kvinnor","1926",7510
"80 år","kvinnor","1927",7815
"80 år","kvinnor","1928",8287
"80 år","kvinnor","1929",9069
"80 år","kvinnor","1930",8652
"80 år","kvinnor","1931",8455
"80 år","kvinnor","1932",8117
"80 år","kvinnor","1933",8589
"80 år","kvinnor","1934",9588
"80 år","kvinnor","1935",8896
"80 år","kvinnor","1936",8811
"80 år","kvinnor","1937",9130
"80 år","kvinnor","1938",9731
"80 år","kvinnor","1939",10069
"80 år","kvinnor","1940",9908
"80 år","kvinnor","1941",9311
"80 år","kvinnor","1942",10102
"80 år","kvinnor","1943",10316
"80 år","kvinnor","1944",10638
"80 år","kvinnor","1945",10553
"80 år","kvinnor","1946",10634
"80 år","kvinnor","1947",9625
"80 år","kvinnor","1948",8867
"80 år","kvinnor","1949",9545
"80 år","kvinnor","1950",9946
"80 år","kvinnor","1951",10671
"80 år","kvinnor","1952",10620
"80 år","kvinnor","1953",10921
"80 år","kvinnor","1954",11287
"80 år","kvinnor","1955",11866
"80 år","kvinnor","1956",12027
"80 år","kvinnor","1957",12967
"80 år","kvinnor","1958",13004
"80 år","kvinnor","1959",13838
"80 år","kvinnor","1960",13505
"80 år","kvinnor","1961",13629
"80 år","kvinnor","1962",13920
"80 år","kvinnor","1963",14489
"80 år","kvinnor","1964",15675
"80 år","kvinnor","1965",16036
"80 år","kvinnor","1966",16594
"80 år","kvinnor","1967",17266
"80 år","kvinnor","1968",17360
"80 år","kvinnor","1969",17349
"80 år","kvinnor","1970",18018
"80 år","kvinnor","1971",19211
"80 år","kvinnor","1972",19498
"80 år","kvinnor","1973",20243
"80 år","kvinnor","1974",20816
"80 år","kvinnor","1975",21568
"80 år","kvinnor","1976",22033
"80 år","kvinnor","1977",22473
"80 år","kvinnor","1978",23458
"80 år","kvinnor","1979",23830
"80 år","kvinnor","1980",25577
"80 år","kvinnor","1981",26223
"80 år","kvinnor","1982",27118
"80 år","kvinnor","1983",27077
"80 år","kvinnor","1984",28203
"80 år","kvinnor","1985",28733
"80 år","kvinnor","1986",29587
"80 år","kvinnor","1987",30449
"80 år","kvinnor","1988",31341
"80 år","kvinnor","1989",32302
"80 år","kvinnor","1990",31955
"80 år","kvinnor","1991",32063
"80 år","kvinnor","1992",33123
"80 år","kvinnor","1993",32679
"80 år","kvinnor","1994",33000
"80 år","kvinnor","1995",32039
"80 år","kvinnor","1996",32128
"80 år","kvinnor","1997",32818
"80 år","kvinnor","1998",32212
"80 år","kvinnor","1999",32186
"80 år","kvinnor","2000",39200
"80 år","kvinnor","2001",37387
"80 år","kvinnor","2002",34557
"80 år","kvinnor","2003",34130
"80 år","kvinnor","2004",33840
"80 år","kvinnor","2005",33447
"80 år","kvinnor","2006",32560
"80 år","kvinnor","2007",31751
"80 år","kvinnor","2008",32370
"80 år","kvinnor","2009",31179
"80 år","kvinnor","2010",32002
"80 år","kvinnor","2011",31144
"80 år","kvinnor","2012",30927
"80 år","kvinnor","2013",29662
"80 år","kvinnor","2014",30146
"80 år","kvinnor","2015",30374
"80 år","kvinnor","2016",31957
"80 år","kvinnor","2017",32489
"80 år","kvinnor","2018",34250
"80 år","kvinnor","2019",35250
"80 år","kvinnor","2020",34798
"80 år","kvinnor","2021",36385
"80 år","kvinnor","2022",40931
"80 år","kvinnor","2023",44694
"80 år","kvinnor","2024",47615
"81 år","män","1860",1258
"81 år","män","1861",1449
"81 år","män","1862",1232
"81 år","män","1863",1399
"81 år","män","1864",1177
"81 år","män","1865",1291
"81 år","män","1866",1224
"81 år","män","1867",1491
"81 år","män","1868",1811
"81 år","män","1869",1590
"81 år","män","1870",1382
"81 år","män","1871",1550
"81 år","män","1872",1732
"81 år","män","1873",1795
"81 år","män","1874",1834
"81 år","män","1875",1808
"81 år","män","1876",1854
"81 år","män","1877",2133
"81 år","män","1878",1998
"81 år","män","1879",2010
"81 år","män","1880",1986
"81 år","män","1881",1720
"81 år","män","1882",1908
"81 år","män","1883",2450
"81 år","män","1884",2266
"81 år","män","1885",2364
"81 år","män","1886",2380
"81 år","män","1887",2244
"81 år","män","1888",2495
"81 år","män","1889",2376
"81 år","män","1890",2216
"81 år","män","1891",2933
"81 år","män","1892",3100
"81 år","män","1893",3012
"81 år","män","1894",2615
"81 år","män","1895",3203
"81 år","män","1896",3567
"81 år","män","1897",3791
"81 år","män","1898",3433
"81 år","män","1899",3748
"81 år","män","1900",3907
"81 år","män","1901",4253
"81 år","män","1902",4705
"81 år","män","1903",4670
"81 år","män","1904",4992
"81 år","män","1905",4699
"81 år","män","1906",5034
"81 år","män","1907",4962
"81 år","män","1908",4446
"81 år","män","1909",4676
"81 år","män","1910",5019
"81 år","män","1911",5017
"81 år","män","1912",4625
"81 år","män","1913",5064
"81 år","män","1914",5459
"81 år","män","1915",5462
"81 år","män","1916",5410
"81 år","män","1917",5133
"81 år","män","1918",5055
"81 år","män","1919",4701
"81 år","män","1920",4889
"81 år","män","1921",5564
"81 år","män","1922",5175
"81 år","män","1923",5366
"81 år","män","1924",5428
"81 år","män","1925",5886
"81 år","män","1926",5578
"81 år","män","1927",5185
"81 år","män","1928",5423
"81 år","män","1929",5551
"81 år","män","1930",6181
"81 år","män","1931",5907
"81 år","män","1932",5967
"81 år","män","1933",5465
"81 år","män","1934",5997
"81 år","män","1935",6546
"81 år","män","1936",6231
"81 år","män","1937",6066
"81 år","män","1938",6182
"81 år","män","1939",6766
"81 år","män","1940",6957
"81 år","män","1941",6798
"81 år","män","1942",6404
"81 år","män","1943",7018
"81 år","män","1944",7313
"81 år","män","1945",7389
"81 år","män","1946",7245
"81 år","män","1947",7519
"81 år","män","1948",6806
"81 år","män","1949",6098
"81 år","män","1950",7020
"81 år","män","1951",7254
"81 år","män","1952",8018
"81 år","män","1953",7922
"81 år","män","1954",8081
"81 år","män","1955",8501
"81 år","män","1956",8916
"81 år","män","1957",9200
"81 år","män","1958",9812
"81 år","män","1959",9439
"81 år","män","1960",10017
"81 år","män","1961",9715
"81 år","män","1962",9834
"81 år","män","1963",9858
"81 år","män","1964",9963
"81 år","män","1965",10897
"81 år","män","1966",10970
"81 år","män","1967",11322
"81 år","män","1968",11308
"81 år","män","1969",11282
"81 år","män","1970",11101
"81 år","män","1971",11494
"81 år","män","1972",12029
"81 år","män","1973",11946
"81 år","män","1974",12346
"81 år","män","1975",12369
"81 år","män","1976",12932
"81 år","män","1977",13462
"81 år","män","1978",13442
"81 år","män","1979",13883
"81 år","män","1980",13779
"81 år","män","1981",14671
"81 år","män","1982",15235
"81 år","män","1983",15629
"81 år","män","1984",15588
"81 år","män","1985",16225
"81 år","män","1986",16417
"81 år","män","1987",17276
"81 år","män","1988",17802
"81 år","män","1989",18170
"81 år","män","1990",19338
"81 år","män","1991",19395
"81 år","män","1992",19310
"81 år","män","1993",19607
"81 år","män","1994",19963
"81 år","män","1995",19897
"81 år","män","1996",19255
"81 år","män","1997",19868
"81 år","män","1998",20167
"81 år","män","1999",19860
"81 år","män","2000",20479
"81 år","män","2001",24893
"81 år","män","2002",23665
"81 år","män","2003",22196
"81 år","män","2004",22750
"81 år","män","2005",22083
"81 år","män","2006",22122
"81 år","män","2007",21700
"81 år","män","2008",21166
"81 år","män","2009",22041
"81 år","män","2010",21319
"81 år","män","2011",22282
"81 år","män","2012",21831
"81 år","män","2013",22309
"81 år","män","2014",21739
"81 år","män","2015",22113
"81 år","män","2016",23418
"81 år","män","2017",24520
"81 år","män","2018",25539
"81 år","män","2019",27039
"81 år","män","2020",28343
"81 år","män","2021",28734
"81 år","män","2022",30228
"81 år","män","2023",34845
"81 år","män","2024",37612
"81 år","kvinnor","1860",2170
"81 år","kvinnor","1861",2525
"81 år","kvinnor","1862",2179
"81 år","kvinnor","1863",2227
"81 år","kvinnor","1864",1978
"81 år","kvinnor","1865",2301
"81 år","kvinnor","1866",2289
"81 år","kvinnor","1867",2530
"81 år","kvinnor","1868",1533
"81 år","kvinnor","1869",2601
"81 år","kvinnor","1870",2468
"81 år","kvinnor","1871",2606
"81 år","kvinnor","1872",2800
"81 år","kvinnor","1873",3176
"81 år","kvinnor","1874",3041
"81 år","kvinnor","1875",3037
"81 år","kvinnor","1876",3002
"81 år","kvinnor","1877",3371
"81 år","kvinnor","1878",3138
"81 år","kvinnor","1879",3325
"81 år","kvinnor","1880",3261
"81 år","kvinnor","1881",2863
"81 år","kvinnor","1882",3211
"81 år","kvinnor","1883",3783
"81 år","kvinnor","1884",3493
"81 år","kvinnor","1885",3657
"81 år","kvinnor","1886",3671
"81 år","kvinnor","1887",3455
"81 år","kvinnor","1888",3739
"81 år","kvinnor","1889",3427
"81 år","kvinnor","1890",3410
"81 år","kvinnor","1891",4339
"81 år","kvinnor","1892",4558
"81 år","kvinnor","1893",4499
"81 år","kvinnor","1894",3701
"81 år","kvinnor","1895",4533
"81 år","kvinnor","1896",5132
"81 år","kvinnor","1897",5369
"81 år","kvinnor","1898",4932
"81 år","kvinnor","1899",5114
"81 år","kvinnor","1900",5213
"81 år","kvinnor","1901",5607
"81 år","kvinnor","1902",6032
"81 år","kvinnor","1903",6380
"81 år","kvinnor","1904",6718
"81 år","kvinnor","1905",6335
"81 år","kvinnor","1906",6756
"81 år","kvinnor","1907",6611
"81 år","kvinnor","1908",5908
"81 år","kvinnor","1909",6435
"81 år","kvinnor","1910",6691
"81 år","kvinnor","1911",6765
"81 år","kvinnor","1912",6140
"81 år","kvinnor","1913",6538
"81 år","kvinnor","1914",7163
"81 år","kvinnor","1915",7163
"81 år","kvinnor","1916",7326
"81 år","kvinnor","1917",7086
"81 år","kvinnor","1918",6741
"81 år","kvinnor","1919",6572
"81 år","kvinnor","1920",6818
"81 år","kvinnor","1921",7490
"81 år","kvinnor","1922",6945
"81 år","kvinnor","1923",7294
"81 år","kvinnor","1924",7289
"81 år","kvinnor","1925",7642
"81 år","kvinnor","1926",7321
"81 år","kvinnor","1927",6615
"81 år","kvinnor","1928",6941
"81 år","kvinnor","1929",7345
"81 år","kvinnor","1930",8147
"81 år","kvinnor","1931",7508
"81 år","kvinnor","1932",7502
"81 år","kvinnor","1933",7288
"81 år","kvinnor","1934",7710
"81 år","kvinnor","1935",8508
"81 år","kvinnor","1936",7844
"81 år","kvinnor","1937",7767
