"ålder","kön","år","Folkmängd, antal"
"77 år","män","1972",19264
"77 år","män","1973",19841
"77 år","män","1974",19699
"77 år","män","1975",20476
"77 år","män","1976",20366
"77 år","män","1977",21485
"77 år","män","1978",22152
"77 år","män","1979",22549
"77 år","män","1980",22488
"77 år","män","1981",23164
"77 år","män","1982",23327
"77 år","män","1983",24656
"77 år","män","1984",25253
"77 år","män","1985",25760
"77 år","män","1986",26972
"77 år","män","1987",26853
"77 år","män","1988",26708
"77 år","män","1989",27321
"77 år","män","1990",27393
"77 år","män","1991",27125
"77 år","män","1992",26273
"77 år","män","1993",26792
"77 år","män","1994",27019
"77 år","män","1995",26461
"77 år","män","1996",27045
"77 år","män","1997",32777
"77 år","män","1998",31057
"77 år","män","1999",28957
"77 år","män","2000",29311
"77 år","män","2001",28390
"77 år","män","2002",28302
"77 år","män","2003",27503
"77 år","män","2004",26921
"77 år","män","2005",27598
"77 år","män","2006",26757
"77 år","män","2007",27550
"77 år","män","2008",27181
"77 år","män","2009",27557
"77 år","män","2010",26678
"77 år","män","2011",27003
"77 år","män","2012",28446
"77 år","män","2013",29708
"77 år","män","2014",30774
"77 år","män","2015",32475
"77 år","män","2016",34133
"77 år","män","2017",34368
"77 år","män","2018",36201
"77 år","män","2019",41314
"77 år","män","2020",44494
"77 år","män","2021",47907
"77 år","män","2022",49018
"77 år","män","2023",49070
"77 år","män","2024",48582
"77 år","kvinnor","1860",3547
"77 år","kvinnor","1861",3956
"77 år","kvinnor","1862",3996
"77 år","kvinnor","1863",4362
"77 år","kvinnor","1864",3820
"77 år","kvinnor","1865",4519
"77 år","kvinnor","1866",4412
"77 år","kvinnor","1867",4467
"77 år","kvinnor","1868",4722
"77 år","kvinnor","1869",5411
"77 år","kvinnor","1870",4999
"77 år","kvinnor","1871",5051
"77 år","kvinnor","1872",5045
"77 år","kvinnor","1873",5436
"77 år","kvinnor","1874",5192
"77 år","kvinnor","1875",5230
"77 år","kvinnor","1876",5313
"77 år","kvinnor","1877",4348
"77 år","kvinnor","1878",4911
"77 år","kvinnor","1879",6039
"77 år","kvinnor","1880",5614
"77 år","kvinnor","1881",5788
"77 år","kvinnor","1882",5773
"77 år","kvinnor","1883",5550
"77 år","kvinnor","1884",5857
"77 år","kvinnor","1885",5421
"77 år","kvinnor","1886",5068
"77 år","kvinnor","1887",6763
"77 år","kvinnor","1888",7381
"77 år","kvinnor","1889",7255
"77 år","kvinnor","1890",6179
"77 år","kvinnor","1891",7141
"77 år","kvinnor","1892",7937
"77 år","kvinnor","1893",8140
"77 år","kvinnor","1894",7563
"77 år","kvinnor","1895",8013
"77 år","kvinnor","1896",8081
"77 år","kvinnor","1897",8476
"77 år","kvinnor","1898",9452
"77 år","kvinnor","1899",9861
"77 år","kvinnor","1900",10194
"77 år","kvinnor","1901",9751
"77 år","kvinnor","1902",10268
"77 år","kvinnor","1903",10092
"77 år","kvinnor","1904",9050
"77 år","kvinnor","1905",9789
"77 år","kvinnor","1906",10229
"77 år","kvinnor","1907",10061
"77 år","kvinnor","1908",9271
"77 år","kvinnor","1909",9786
"77 år","kvinnor","1910",10974
"77 år","kvinnor","1911",11151
"77 år","kvinnor","1912",11093
"77 år","kvinnor","1913",10791
"77 år","kvinnor","1914",10163
"77 år","kvinnor","1915",9720
"77 år","kvinnor","1916",10137
"77 år","kvinnor","1917",11036
"77 år","kvinnor","1918",10509
"77 år","kvinnor","1919",10987
"77 år","kvinnor","1920",11000
"77 år","kvinnor","1921",11439
"77 år","kvinnor","1922",10799
"77 år","kvinnor","1923",10114
"77 år","kvinnor","1924",10549
"77 år","kvinnor","1925",11240
"77 år","kvinnor","1926",12109
"77 år","kvinnor","1927",11577
"77 år","kvinnor","1928",11558
"77 år","kvinnor","1929",10938
"77 år","kvinnor","1930",11524
"77 år","kvinnor","1931",12711
"77 år","kvinnor","1932",11778
"77 år","kvinnor","1933",11903
"77 år","kvinnor","1934",12478
"77 år","kvinnor","1935",13359
"77 år","kvinnor","1936",13654
"77 år","kvinnor","1937",13337
"77 år","kvinnor","1938",12679
"77 år","kvinnor","1939",13436
"77 år","kvinnor","1940",13517
"77 år","kvinnor","1941",13814
"77 år","kvinnor","1942",13770
"77 år","kvinnor","1943",14059
"77 år","kvinnor","1944",12794
"77 år","kvinnor","1945",11689
"77 år","kvinnor","1946",12605
"77 år","kvinnor","1947",13103
"77 år","kvinnor","1948",14058
"77 år","kvinnor","1949",13961
"77 år","kvinnor","1950",14382
"77 år","kvinnor","1951",14697
"77 år","kvinnor","1952",15367
"77 år","kvinnor","1953",15593
"77 år","kvinnor","1954",16713
"77 år","kvinnor","1955",16711
"77 år","kvinnor","1956",17620
"77 år","kvinnor","1957",17203
"77 år","kvinnor","1958",17451
"77 år","kvinnor","1959",17874
"77 år","kvinnor","1960",18420
"77 år","kvinnor","1961",19753
"77 år","kvinnor","1962",20040
"77 år","kvinnor","1963",20731
"77 år","kvinnor","1964",21493
"77 år","kvinnor","1965",21702
"77 år","kvinnor","1966",21566
"77 år","kvinnor","1967",22307
"77 år","kvinnor","1968",23433
"77 år","kvinnor","1969",23562
"77 år","kvinnor","1970",24459
"77 år","kvinnor","1971",25054
"77 år","kvinnor","1972",25922
"77 år","kvinnor","1973",26465
"77 år","kvinnor","1974",26945
"77 år","kvinnor","1975",28061
"77 år","kvinnor","1976",28338
"77 år","kvinnor","1977",30318
"77 år","kvinnor","1978",30975
"77 år","kvinnor","1979",31838
"77 år","kvinnor","1980",31519
"77 år","kvinnor","1981",32715
"77 år","kvinnor","1982",33438
"77 år","kvinnor","1983",34303
"77 år","kvinnor","1984",35350
"77 år","kvinnor","1985",36251
"77 år","kvinnor","1986",37102
"77 år","kvinnor","1987",36663
"77 år","kvinnor","1988",36924
"77 år","kvinnor","1989",37801
"77 år","kvinnor","1990",37385
"77 år","kvinnor","1991",37545
"77 år","kvinnor","1992",36330
"77 år","kvinnor","1993",36355
"77 år","kvinnor","1994",36939
"77 år","kvinnor","1995",36306
"77 år","kvinnor","1996",36286
"77 år","kvinnor","1997",44116
"77 år","kvinnor","1998",41820
"77 år","kvinnor","1999",38859
"77 år","kvinnor","2000",38287
"77 år","kvinnor","2001",37764
"77 år","kvinnor","2002",37215
"77 år","kvinnor","2003",36163
"77 år","kvinnor","2004",35165
"77 år","kvinnor","2005",35882
"77 år","kvinnor","2006",34453
"77 år","kvinnor","2007",35258
"77 år","kvinnor","2008",34270
"77 år","kvinnor","2009",34095
"77 år","kvinnor","2010",32609
"77 år","kvinnor","2011",33054
"77 år","kvinnor","2012",33279
"77 år","kvinnor","2013",34926
"77 år","kvinnor","2014",35612
"77 år","kvinnor","2015",37380
"77 år","kvinnor","2016",38487
"77 år","kvinnor","2017",38033
"77 år","kvinnor","2018",39805
"77 år","kvinnor","2019",44679
"77 år","kvinnor","2020",48657
"77 år","kvinnor","2021",51790
"77 år","kvinnor","2022",52792
"77 år","kvinnor","2023",53467
"77 år","kvinnor","2024",53210
"78 år","män","1860",2215
"78 år","män","1861",1962
"78 år","män","1862",2098
"78 år","män","1863",2056
"78 år","män","1864",2370
"78 år","män","1865",2289
"78 år","män","1866",2637
"78 år","män","1867",2236
"78 år","män","1868",2658
"78 år","män","1869",2688
"78 år","män","1870",2847
"78 år","män","1871",2865
"78 år","män","1872",2920
"78 år","män","1873",2975
"78 år","män","1874",3275
"78 år","män","1875",3135
"78 år","män","1876",3108
"78 år","män","1877",3151
"78 år","män","1878",2569
"78 år","män","1879",2880
"78 år","män","1880",3644
"78 år","män","1881",3489
"78 år","män","1882",3565
"78 år","män","1883",3582
"78 år","män","1884",3450
"78 år","män","1885",3650
"78 år","män","1886",3446
"78 år","män","1887",3030
"78 år","män","1888",4358
"78 år","män","1889",4618
"78 år","män","1890",4581
"78 år","män","1891",4055
"78 år","män","1892",4657
"78 år","män","1893",5264
"78 år","män","1894",5563
"78 år","män","1895",5196
"78 år","män","1896",5595
"78 år","män","1897",5708
"78 år","män","1898",6069
"78 år","män","1899",6713
"78 år","män","1900",6784
"78 år","män","1901",7244
"78 år","män","1902",6855
"78 år","män","1903",7264
"78 år","män","1904",7119
"78 år","män","1905",6398
"78 år","män","1906",6794
"78 år","män","1907",7215
"78 år","män","1908",7008
"78 år","män","1909",6536
"78 år","män","1910",7245
"78 år","män","1911",7851
"78 år","män","1912",7917
"78 år","män","1913",7766
"78 år","män","1914",7377
"78 år","män","1915",7236
"78 år","män","1916",6775
"78 år","män","1917",6860
"78 år","män","1918",7736
"78 år","män","1919",7286
"78 år","män","1920",7568
"78 år","män","1921",7653
"78 år","män","1922",8288
"78 år","män","1923",7742
"78 år","män","1924",7354
"78 år","män","1925",7703
"78 år","män","1926",7899
"78 år","män","1927",8653
"78 år","män","1928",8487
"78 år","män","1929",8468
"78 år","män","1930",7856
"78 år","män","1931",8391
"78 år","män","1932",9298
"78 år","män","1933",8802
"78 år","män","1934",8584
"78 år","män","1935",9034
"78 år","män","1936",9714
"78 år","män","1937",9979
"78 år","män","1938",9832
"78 år","män","1939",9014
"78 år","män","1940",9683
"78 år","män","1941",10068
"78 år","män","1942",10278
"78 år","män","1943",10136
"78 år","män","1944",10597
"78 år","män","1945",9566
"78 år","män","1946",8608
"78 år","män","1947",9826
"78 år","män","1948",10198
"78 år","män","1949",11078
"78 år","män","1950",10977
"78 år","män","1951",11231
"78 år","män","1952",11691
"78 år","män","1953",12387
"78 år","män","1954",12612
"78 år","män","1955",13441
"78 år","män","1956",12883
"78 år","män","1957",13648
"78 år","män","1958",13305
"78 år","män","1959",13458
"78 år","män","1960",13550
"78 år","män","1961",13746
"78 år","män","1962",14939
"78 år","män","1963",14967
"78 år","män","1964",15354
"78 år","män","1965",15501
"78 år","män","1966",15491
"78 år","män","1967",15103
"78 år","män","1968",15500
"78 år","män","1969",16201
"78 år","män","1970",16160
"78 år","män","1971",16767
"78 år","män","1972",16736
"78 år","män","1973",17728
"78 år","män","1974",18245
"78 år","män","1975",18137
"78 år","män","1976",18812
"78 år","män","1977",18750
"78 år","män","1978",19765
"78 år","män","1979",20395
"78 år","män","1980",20849
"78 år","män","1981",20717
"78 år","män","1982",21419
"78 år","män","1983",21637
"78 år","män","1984",22866
"78 år","män","1985",23401
"78 år","män","1986",23881
"78 år","män","1987",25141
"78 år","män","1988",24973
"78 år","män","1989",24891
"78 år","män","1990",25411
"78 år","män","1991",25513
"78 år","män","1992",25291
"78 år","män","1993",24476
"78 år","män","1994",25136
"78 år","män","1995",25324
"78 år","män","1996",24871
"78 år","män","1997",25448
"78 år","män","1998",30845
"78 år","män","1999",29257
"78 år","män","2000",27348
"78 år","män","2001",27797
"78 år","män","2002",26841
"78 år","män","2003",26855
"78 år","män","2004",26166
"78 år","män","2005",25592
"78 år","män","2006",26289
"78 år","män","2007",25448
"78 år","män","2008",26297
"78 år","män","2009",25953
"78 år","män","2010",26308
"78 år","män","2011",25513
"78 år","män","2012",25802
"78 år","män","2013",27360
"78 år","män","2014",28511
"78 år","män","2015",29571
"78 år","män","2016",31214
"78 år","män","2017",32825
"78 år","män","2018",33125
"78 år","män","2019",34971
"78 år","män","2020",39833
"78 år","män","2021",42873
"78 år","män","2022",46155
"78 år","män","2023",47291
"78 år","män","2024",47487
"78 år","kvinnor","1860",3302
"78 år","kvinnor","1861",3145
"78 år","kvinnor","1862",3511
"78 år","kvinnor","1863",3553
"78 år","kvinnor","1864",3856
"78 år","kvinnor","1865",3387
"78 år","kvinnor","1866",4056
"78 år","kvinnor","1867",3819
"78 år","kvinnor","1868",3899
"78 år","kvinnor","1869",4128
"78 år","kvinnor","1870",4617
"78 år","kvinnor","1871",4437
"78 år","kvinnor","1872",4582
"78 år","kvinnor","1873",4536
"78 år","kvinnor","1874",4856
"78 år","kvinnor","1875",4589
"78 år","kvinnor","1876",4713
"78 år","kvinnor","1877",4837
"78 år","kvinnor","1878",3881
"78 år","kvinnor","1879",4409
"78 år","kvinnor","1880",5254
"78 år","kvinnor","1881",5040
"78 år","kvinnor","1882",5267
"78 år","kvinnor","1883",5243
"78 år","kvinnor","1884",4999
"78 år","kvinnor","1885",5314
"78 år","kvinnor","1886",4891
"78 år","kvinnor","1887",4617
"78 år","kvinnor","1888",6156
"78 år","kvinnor","1889",6734
"78 år","kvinnor","1890",6501
"78 år","kvinnor","1891",5546
"78 år","kvinnor","1892",6368
"78 år","kvinnor","1893",7200
"78 år","kvinnor","1894",7421
"78 år","kvinnor","1895",6917
"78 år","kvinnor","1896",7332
"78 år","kvinnor","1897",7368
"78 år","kvinnor","1898",7806
"78 år","kvinnor","1899",8551
"78 år","kvinnor","1900",8887
"78 år","kvinnor","1901",9342
"78 år","kvinnor","1902",8865
"78 år","kvinnor","1903",9363
"78 år","kvinnor","1904",9185
"78 år","kvinnor","1905",8285
"78 år","kvinnor","1906",8989
"78 år","kvinnor","1907",9310
"78 år","kvinnor","1908",9205
"78 år","kvinnor","1909",8516
"78 år","kvinnor","1910",9032
"78 år","kvinnor","1911",10074
"78 år","kvinnor","1912",10190
"78 år","kvinnor","1913",10160
"78 år","kvinnor","1914",9901
"78 år","kvinnor","1915",9231
"78 år","kvinnor","1916",8975
"78 år","kvinnor","1917",9297
"78 år","kvinnor","1918",10187
"78 år","kvinnor","1919",9629
"78 år","kvinnor","1920",10030
"78 år","kvinnor","1921",10126
"78 år","kvinnor","1922",10358
"78 år","kvinnor","1923",9947
"78 år","kvinnor","1924",9265
"78 år","kvinnor","1925",9696
"78 år","kvinnor","1926",10340
"78 år","kvinnor","1927",11012
"78 år","kvinnor","1928",10612
"78 år","kvinnor","1929",10535
"78 år","kvinnor","1930",10069
"78 år","kvinnor","1931",10356
"78 år","kvinnor","1932",11622
"78 år","kvinnor","1933",10900
"78 år","kvinnor","1934",10948
"78 år","kvinnor","1935",11357
"78 år","kvinnor","1936",12122
"78 år","kvinnor","1937",12433
"78 år","kvinnor","1938",12244
"78 år","kvinnor","1939",11560
"78 år","kvinnor","1940",12271
"78 år","kvinnor","1941",12310
"78 år","kvinnor","1942",12835
"78 år","kvinnor","1943",12784
"78 år","kvinnor","1944",12951
"78 år","kvinnor","1945",11765
"78 år","kvinnor","1946",10685
"78 år","kvinnor","1947",11551
"78 år","kvinnor","1948",12131
"78 år","kvinnor","1949",12979
"78 år","kvinnor","1950",12851
"78 år","kvinnor","1951",13215
"78 år","kvinnor","1952",13562
"78 år","kvinnor","1953",14168
"78 år","kvinnor","1954",14376
"78 år","kvinnor","1955",15478
"78 år","kvinnor","1956",15499
"78 år","kvinnor","1957",16362
"78 år","kvinnor","1958",15974
"78 år","kvinnor","1959",16245
"78 år","kvinnor","1960",16521
"78 år","kvinnor","1961",17124
"78 år","kvinnor","1962",18369
"78 år","kvinnor","1963",18690
"78 år","kvinnor","1964",19384
"78 år","kvinnor","1965",20104
"78 år","kvinnor","1966",20270
"78 år","kvinnor","1967",20244
"78 år","kvinnor","1968",20888
"78 år","kvinnor","1969",22027
"78 år","kvinnor","1970",22263
"78 år","kvinnor","1971",23127
"78 år","kvinnor","1972",23604
"78 år","kvinnor","1973",24535
"78 år","kvinnor","1974",25071
"78 år","kvinnor","1975",25453
"78 år","kvinnor","1976",26617
"78 år","kvinnor","1977",26930
"78 år","kvinnor","1978",28752
"78 år","kvinnor","1979",29450
"78 år","kvinnor","1980",30305
"78 år","kvinnor","1981",30075
"78 år","kvinnor","1982",31255
"78 år","kvinnor","1983",32007
"78 år","kvinnor","1984",32853
"78 år","kvinnor","1985",33748
"78 år","kvinnor","1986",34730
"78 år","kvinnor","1987",35618
"78 år","kvinnor","1988",35155
"78 år","kvinnor","1989",35443
"78 år","kvinnor","1990",36294
"78 år","kvinnor","1991",35927
"78 år","kvinnor","1992",36119
"78 år","kvinnor","1993",34987
"78 år","kvinnor","1994",35146
"78 år","kvinnor","1995",35635
"78 år","kvinnor","1996",35069
"78 år","kvinnor","1997",35088
"78 år","kvinnor","1998",42633
"78 år","kvinnor","1999",40493
"78 år","kvinnor","2000",37605
"78 år","kvinnor","2001",36995
"78 år","kvinnor","2002",36516
"78 år","kvinnor","2003",36057
"78 år","kvinnor","2004",35070
"78 år","kvinnor","2005",34129
"78 år","kvinnor","2006",34804
"78 år","kvinnor","2007",33415
"78 år","kvinnor","2008",34241
"78 år","kvinnor","2009",33353
"78 år","kvinnor","2010",33130
"78 år","kvinnor","2011",31753
"78 år","kvinnor","2012",32109
"78 år","kvinnor","2013",32359
"78 år","kvinnor","2014",34030
"78 år","kvinnor","2015",34674
"78 år","kvinnor","2016",36460
"78 år","kvinnor","2017",37459
"78 år","kvinnor","2018",37004
"78 år","kvinnor","2019",38796
"78 år","kvinnor","2020",43511
"78 år","kvinnor","2021",47442
"78 år","kvinnor","2022",50490
"78 år","kvinnor","2023",51478
"78 år","kvinnor","2024",52281
"79 år","män","1860",1767
"79 år","män","1861",1918
"79 år","män","1862",1682
"79 år","män","1863",1839
"79 år","män","1864",1735
"79 år","män","1865",2076
"79 år","män","1866",2481
"79 år","män","1867",2243
"79 år","män","1868",1855
"79 år","män","1869",2267
"79 år","män","1870",2385
"79 år","män","1871",2461
"79 år","män","1872",2506
"79 år","män","1873",2558
"79 år","män","1874",2574
"79 år","män","1875",2857
"79 år","män","1876",2714
"79 år","män","1877",2709
"79 år","män","1878",2794
"79 år","män","1879",2191
"79 år","män","1880",2632
"79 år","män","1881",3200
"79 år","män","1882",3081
"79 år","män","1883",3173
"79 år","män","1884",3141
"79 år","män","1885",3025
"79 år","män","1886",3249
"79 år","män","1887",3096
"79 år","män","1888",2636
"79 år","män","1889",3883
"79 år","män","1890",4220
"79 år","män","1891",4051
"79 år","män","1892",3502
"79 år","män","1893",4128
"79 år","män","1894",4682
"79 år","män","1895",4952
"79 år","män","1896",4590
"79 år","män","1897",4968
"79 år","män","1898",5126
"79 år","män","1899",5349
"79 år","män","1900",6118
"79 år","män","1901",6053
"79 år","män","1902",6453
"79 år","män","1903",6129
"79 år","män","1904",6508
"79 år","män","1905",6383
"79 år","män","1906",5762
"79 år","män","1907",6019
"79 år","män","1908",6380
"79 år","män","1909",6347
"79 år","män","1910",5934
"79 år","män","1911",6530
"79 år","män","1912",7045
"79 år","män","1913",7086
"79 år","män","1914",6958
"79 år","män","1915",6586
"79 år","män","1916",6530
"79 år","män","1917",6084
"79 år","män","1918",6203
"79 år","män","1919",6945
"79 år","män","1920",6637
"79 år","män","1921",6836
"79 år","män","1922",6847
"79 år","män","1923",7503
"79 år","män","1924",6986
"79 år","män","1925",6620
"79 år","män","1926",6989
"79 år","män","1927",7071
"79 år","män","1928",7806
"79 år","män","1929",7545
"79 år","män","1930",7698
"79 år","män","1931",6982
"79 år","män","1932",7576
"79 år","män","1933",8393
"79 år","män","1934",7965
"79 år","män","1935",7761
"79 år","män","1936",8079
"79 år","män","1937",8722
"79 år","män","1938",8991
"79 år","män","1939",8811
"79 år","män","1940",8077
"79 år","män","1941",8703
"79 år","män","1942",9167
"79 år","män","1943",9323
"79 år","män","1944",9173
"79 år","män","1945",9651
"79 år","män","1946",8591
"79 år","män","1947",7673
"79 år","män","1948",8924
"79 år","män","1949",9162
"79 år","män","1950",10016
"79 år","män","1951",9941
"79 år","män","1952",10154
"79 år","män","1953",10620
"79 år","män","1954",11248
"79 år","män","1955",11486
"79 år","män","1956",12245
"79 år","män","1957",11709
"79 år","män","1958",12492
"79 år","män","1959",12134
"79 år","män","1960",12165
"79 år","män","1961",12342
"79 år","män","1962",12390
"79 år","män","1963",13539
"79 år","män","1964",13589
"79 år","män","1965",13987
"79 år","män","1966",14103
"79 år","män","1967",14152
"79 år","män","1968",13752
"79 år","män","1969",14105
"79 år","män","1970",14900
"79 år","män","1971",14769
"79 år","män","1972",15255
"79 år","män","1973",15307
"79 år","män","1974",16130
"79 år","män","1975",16641
"79 år","män","1976",16486
"79 år","män","1977",17178
"79 år","män","1978",17112
"79 år","män","1979",18022
"79 år","män","1980",18620
"79 år","män","1981",19053
"79 år","män","1982",18966
"79 år","män","1983",19699
"79 år","män","1984",19845
"79 år","män","1985",20979
"79 år","män","1986",21519
"79 år","män","1987",21963
"79 år","män","1988",23206
"79 år","män","1989",23160
"79 år","män","1990",23014
"79 år","män","1991",23559
"79 år","män","1992",23631
"79 år","män","1993",23418
"79 år","män","1994",22794
"79 år","män","1995",23387
"79 år","män","1996",23653
"79 år","män","1997",23264
"79 år","män","1998",23826
"79 år","män","1999",28872
"79 år","män","2000",27458
"79 år","män","2001",25751
"79 år","män","2002",26193
"79 år","män","2003",25325
"79 år","män","2004",25390
"79 år","män","2005",24683
"79 år","män","2006",24177
"79 år","män","2007",24966
"79 år","män","2008",24186
"79 år","män","2009",25017
"79 år","män","2010",24602
"79 år","män","2011",25033
"79 år","män","2012",24313
"79 år","män","2013",24658
"79 år","män","2014",26177
"79 år","män","2015",27213
"79 år","män","2016",28284
"79 år","män","2017",29894
"79 år","män","2018",31488
"79 år","män","2019",31783
"79 år","män","2020",33363
"79 år","män","2021",38287
"79 år","män","2022",41186
"79 år","män","2023",44369
"79 år","män","2024",45532
"79 år","kvinnor","1860",2960
"79 år","kvinnor","1861",2952
"79 år","kvinnor","1862",2729
"79 år","kvinnor","1863",3120
"79 år","kvinnor","1864",3074
"79 år","kvinnor","1865",3428
"79 år","kvinnor","1866",2448
"79 år","kvinnor","1867",3515
"79 år","kvinnor","1868",3307
"79 år","kvinnor","1869",3388
"79 år","kvinnor","1870",3709
"79 år","kvinnor","1871",4082
"79 år","kvinnor","1872",3994
"79 år","kvinnor","1873",4089
"79 år","kvinnor","1874",3989
"79 år","kvinnor","1875",4283
"79 år","kvinnor","1876",4077
"79 år","kvinnor","1877",4246
"79 år","kvinnor","1878",4369
"79 år","kvinnor","1879",3409
"79 år","kvinnor","1880",4141
"79 år","kvinnor","1881",4722
"79 år","kvinnor","1882",4532
"79 år","kvinnor","1883",4728
"79 år","kvinnor","1884",4681
"79 år","kvinnor","1885",4426
"79 år","kvinnor","1886",4778
"79 år","kvinnor","1887",4414
"79 år","kvinnor","1888",4109
"79 år","kvinnor","1889",5585
"79 år","kvinnor","1890",5984
"79 år","kvinnor","1891",5848
"79 år","kvinnor","1892",4822
"79 år","kvinnor","1893",5716
"79 år","kvinnor","1894",6516
"79 år","kvinnor","1895",6718
"79 år","kvinnor","1896",6235
"79 år","kvinnor","1897",6610
"79 år","kvinnor","1898",6678
"79 år","kvinnor","1899",6971
"79 år","kvinnor","1900",7634
"79 år","kvinnor","1901",8080
"79 år","kvinnor","1902",8485
"79 år","kvinnor","1903",8045
"79 år","kvinnor","1904",8455
"79 år","kvinnor","1905",8295
"79 år","kvinnor","1906",7580
"79 år","kvinnor","1907",8135
"79 år","kvinnor","1908",8331
"79 år","kvinnor","1909",8394
"79 år","kvinnor","1910",7787
"79 år","kvinnor","1911",8216
"79 år","kvinnor","1912",9105
"79 år","kvinnor","1913",9252
"79 år","kvinnor","1914",9198
"79 år","kvinnor","1915",8872
"79 år","kvinnor","1916",8439
"79 år","kvinnor","1917",8166
"79 år","kvinnor","1918",8487
"79 år","kvinnor","1919",9219
"79 år","kvinnor","1920",8734
"79 år","kvinnor","1921",9060
"79 år","kvinnor","1922",9072
"79 år","kvinnor","1923",9478
"79 år","kvinnor","1924",9043
"79 år","kvinnor","1925",8393
"79 år","kvinnor","1926",8798
"79 år","kvinnor","1927",9277
"79 år","kvinnor","1928",10020
"79 år","kvinnor","1929",9608
"79 år","kvinnor","1930",9650
"79 år","kvinnor","1931",9026
"79 år","kvinnor","1932",9342
"79 år","kvinnor","1933",10628
"79 år","kvinnor","1934",9946
"79 år","kvinnor","1935",9923
"79 år","kvinnor","1936",10193
"79 år","kvinnor","1937",10901
"79 år","kvinnor","1938",11283
"79 år","kvinnor","1939",11074
"79 år","kvinnor","1940",10444
"79 år","kvinnor","1941",11064
"79 år","kvinnor","1942",11316
"79 år","kvinnor","1943",11807
"79 år","kvinnor","1944",11705
"79 år","kvinnor","1945",11825
"79 år","kvinnor","1946",10709
"79 år","kvinnor","1947",9741
"79 år","kvinnor","1948",10604
"79 år","kvinnor","1949",11081
"79 år","kvinnor","1950",11800
"79 år","kvinnor","1951",11711
"79 år","kvinnor","1952",12081
"79 år","kvinnor","1953",12408
"79 år","kvinnor","1954",13027
"79 år","kvinnor","1955",13236
"79 år","kvinnor","1956",14282
"79 år","kvinnor","1957",14298
"79 år","kvinnor","1958",15123
"79 år","kvinnor","1959",14733
"79 år","kvinnor","1960",14892
"79 år","kvinnor","1961",15208
"79 år","kvinnor","1962",15778
"79 år","kvinnor","1963",17003
"79 år","kvinnor","1964",17357
"79 år","kvinnor","1965",17961
"79 år","kvinnor","1966",18720
"79 år","kvinnor","1967",18907
"79 år","kvinnor","1968",18775
"79 år","kvinnor","1969",19429
"79 år","kvinnor","1970",20638
"79 år","kvinnor","1971",20961
"79 år","kvinnor","1972",21667
"79 år","kvinnor","1973",22264
"79 år","kvinnor","1974",23077
"79 år","kvinnor","1975",23586
"79 år","kvinnor","1976",23910
"79 år","kvinnor","1977",25079
"79 år","kvinnor","1978",25394
"79 år","kvinnor","1979",27186
"79 år","kvinnor","1980",27899
"79 år","kvinnor","1981",28756
"79 år","kvinnor","1982",28670
"79 år","kvinnor","1983",29757
"79 år","kvinnor","1984",30416
"79 år","kvinnor","1985",31289
"79 år","kvinnor","1986",32234
"79 år","kvinnor","1987",33161
"79 år","kvinnor","1988",34003
"79 år","kvinnor","1989",33630
"79 år","kvinnor","1990",33783
"79 år","kvinnor","1991",34723
"79 år","kvinnor","1992",34352
"79 år","kvinnor","1993",34570
"79 år","kvinnor","1994",33588
"79 år","kvinnor","1995",33688
"79 år","kvinnor","1996",34279
"79 år","kvinnor","1997",33729
"79 år","kvinnor","1998",33718
"79 år","kvinnor","1999",40983
"79 år","kvinnor","2000",39020
"79 år","kvinnor","2001",36152
"79 år","kvinnor","2002",35608
"79 år","kvinnor","2003",35187
"79 år","kvinnor","2004",34806
"79 år","kvinnor","2005",33861
"79 år","kvinnor","2006",33013
"79 år","kvinnor","2007",33603
"79 år","kvinnor","2008",32363
"79 år","kvinnor","2009",33167
"79 år","kvinnor","2010",32286
"79 år","kvinnor","2011",32099
"79 år","kvinnor","2012",30789
"79 år","kvinnor","2013",31152
"79 år","kvinnor","2014",31428
"79 år","kvinnor","2015",33077
"79 år","kvinnor","2016",33616
"79 år","kvinnor","2017",35393
"79 år","kvinnor","2018",36418
"79 år","kvinnor","2019",36046
"79 år","kvinnor","2020",37616
"79 år","kvinnor","2021",42266
"79 år","kvinnor","2022",46099
"79 år","kvinnor","2023",49074
"79 år","kvinnor","2024",50105
"80 år","män","1860",1689
"80 år","män","1861",1497
"80 år","män","1862",1659
"80 år","män","1863",1438
"80 år","män","1864",1539
"80 år","män","1865",1468
"80 år","män","1866",1811
"80 år","män","1867",2120
"80 år","män","1868",1892
"80 år","män","1869",1505
"80 år","män","1870",1869
"80 år","män","1871",2026
"80 år","män","1872",2120
"80 år","män","1873",2163
"80 år","män","1874",2168
"80 år","män","1875",2193
"80 år","män","1876",2467
"80 år","män","1877",2333
"80 år","män","1878",2354
"80 år","män","1879",2438
"80 år","män","1880",2092
"80 år","män","1881",2235
"80 år","män","1882",2829
"80 år","män","1883",2681
"80 år","män","1884",2739
"80 år","män","1885",2760
"80 år","män","1886",2624
"80 år","män","1887",2868
"80 år","män","1888",2722
"80 år","män","1889",2279
"80 år","män","1890",3381
"80 år","män","1891",3692
"80 år","män","1892",3474
"80 år","män","1893",3036
"80 år","män","1894",3645
"80 år","män","1895",4119
"80 år","män","1896",4362
"80 år","män","1897",3988
"80 år","män","1898",4388
"80 år","män","1899",4459
"80 år","män","1900",4831
"80 år","män","1901",5413
"80 år","män","1902",5304
"80 år","män","1903",5723
"80 år","män","1904",5412
